speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
lotmea1,Loica común,Leistes loyca,L19677834,"5501687, Los Muermos CL-Los Lagos -41.45826, -73.49003",2025-01-01 21:00,2.0,-41.458259,-73.490032,True,False,True,S208487492,
ausbla1,Tordo,Curaeus curaeus,L19677834,"5501687, Los Muermos CL-Los Lagos -41.45826, -73.49003",2025-01-01 21:00,1.0,-41.458259,-73.490032,True,False,True,S208487492,
gryfin1,Chirihue común,Sicalis luteola,L19677834,"5501687, Los Muermos CL-Los Lagos -41.45826, -73.49003",2025-01-01 21:00,2.0,-41.458259,-73.490032,True,False,True,S208487492,
ameoys,Pilpilén común,Haematopus palliatus,L39085615,Bajada Playa Pichidangui,2025-01-01 20:58,3.0,-32.137363,-71.527898,True,False,True,S207579877,
blkski,Rayador,Rynchops niger,L39085615,Bajada Playa Pichidangui,2025-01-01 20:58,5.0,-32.137363,-71.527898,True,False,True,S207579877,
neocor,Yeco,Nannopterum brasilianum,L39085615,Bajada Playa Pichidangui,2025-01-01 20:58,2.0,-32.137363,-71.527898,True,False,True,S207579877,
seacin1,Churrete costero,Cinclodes nigrofumosus,L39085615,Bajada Playa Pichidangui,2025-01-01 20:58,1.0,-32.137363,-71.527898,True,False,True,S207579877,
codfin1,Diuca común,Diuca diuca,L39085615,Bajada Playa Pichidangui,2025-01-01 20:58,2.0,-32.137363,-71.527898,True,False,True,S207579877,
blkvul,Jote de cabeza negra,Coragyps atratus,L12427719,"Avenida San Clemente, Puerto Varas, Los Lagos, CL (-41.326, -73.06)",2025-01-01 20:54,1.0,-41.326056,-73.059533,True,False,True,S207580541,
whtkit,Bailarín,Elanus leucurus,L12427719,"Avenida San Clemente, Puerto Varas, Los Lagos, CL (-41.326, -73.06)",2025-01-01 20:54,1.0,-41.326056,-73.059533,True,False,True,S207580541,
slbpar1,Choroy,Enicognathus leptorhynchus,L12427719,"Avenida San Clemente, Puerto Varas, Los Lagos, CL (-41.326, -73.06)",2025-01-01 20:54,4.0,-41.326056,-73.059533,True,False,True,S207580541,
fiediu1,Diucón,Pyrope pyrope,L12427719,"Avenida San Clemente, Puerto Varas, Los Lagos, CL (-41.326, -73.06)",2025-01-01 20:54,1.0,-41.326056,-73.059533,True,False,True,S207580541,
moutur1,Turca,Pteroptochos megapodius,L39087642,"Ruta G-345, San José de Maipo CL-Santiago Metropolitan Region (-33.5125,-70.2104)",2025-01-01 20:52,1.0,-33.512507,-70.210407,True,False,True,S207590771,
grbfir1,Picaflor chico,Sephanoides sephaniodes,L18557618,Los Notros de Curiñanco,2025-01-01 20:49,3.0,-39.8229956,-73.280643,True,False,True,S207579368,
magplo1,Chorlo de Magallanes,Pluvianellus socialis,L6341217,Ruta Y-50 entre Punta Arenas y Río Verde,2025-01-01 20:49,1.0,-52.7973645,-71.0524464,True,False,False,S207624664,
brhgul2,Gaviota cáhuil,Chroicocephalus maculipennis,L18557618,Los Notros de Curiñanco,2025-01-01 20:49,4.0,-39.8229956,-73.280643,True,False,True,S207579368,
truter,Gaviotín piquerito,Sterna trudeaui,L18557618,Los Notros de Curiñanco,2025-01-01 20:49,1.0,-39.8229956,-73.280643,True,False,True,S207579368,
cinhar1,Vari ceniciento,Circus cinereus,L6341217,Ruta Y-50 entre Punta Arenas y Río Verde,2025-01-01 20:49,1.0,-52.7973645,-71.0524464,True,False,False,S207624664,
auspar1,Cachaña,Enicognathus ferrugineus,L18557618,Los Notros de Curiñanco,2025-01-01 20:49,14.0,-39.8229956,-73.280643,True,False,True,S207579368,
buwcin1,Churrete acanelado,Cinclodes fuscus,L6341217,Ruta Y-50 entre Punta Arenas y Río Verde,2025-01-01 20:49,2.0,-52.7973645,-71.0524464,True,False,False,S207624664,
auscan1,Canastero del sur,Asthenes anthoides,L6341217,Ruta Y-50 entre Punta Arenas y Río Verde,2025-01-01 20:49,1.0,-52.7973645,-71.0524464,True,False,False,S207624664,
tuttyr1,Cachudito común,Anairetes parulus,L18557618,Los Notros de Curiñanco,2025-01-01 20:49,1.0,-39.8229956,-73.280643,True,False,True,S207579368,
ausneg1,Colegial austral,Lessonia rufa,L6341217,Ruta Y-50 entre Punta Arenas y Río Verde,2025-01-01 20:49,1.0,-52.7973645,-71.0524464,True,False,False,S207624664,
bawswa1,Golondrina de dorso negro,Pygochelidon cyanoleuca,L6341217,Ruta Y-50 entre Punta Arenas y Río Verde,2025-01-01 20:49,1.0,-52.7973645,-71.0524464,True,False,False,S207624664,
lakduc1,Pato rana de pico delgado,Oxyura vittata,L39084806,"Chorrillos 1102, Concepción CL-Biobío Region -36.83521, -73.03455",2025-01-01 20:48,1.0,-36.835207,-73.034551,True,False,True,S207575858,
whcpin,Pato gargantillo,Anas bahamensis,L4771641,Río Biobío--Laja,2025-01-01 20:43,6.0,-37.2729942,-72.7301037,True,True,False,S208109243,
colplo1,Chorlo de collar,Anarhynchus collaris,L4771641,Río Biobío--Laja,2025-01-01 20:43,11.0,-37.2729942,-72.7301037,True,False,False,S208109243,
baisan,Playero de Baird,Calidris bairdii,L4771641,Río Biobío--Laja,2025-01-01 20:43,4.0,-37.2729942,-72.7301037,True,False,False,S208109243,
greegr,Garza grande,Ardea alba,L4771641,Río Biobío--Laja,2025-01-01 20:43,1.0,-37.2729942,-72.7301037,True,False,False,S208109243,
rebhaw2,Aguilucho común,Geranoaetus polyosoma,L39085468,"Santa Macarena 280, Concón CL-Región de Valparaíso -32.94170, -71.52108",2025-01-01 20:43,1.0,-32.941702,-71.521084,True,False,True,S207579135,
rutpla1,Rara,Phytotoma rara,L39085468,"Santa Macarena 280, Concón CL-Región de Valparaíso -32.94170, -71.52108",2025-01-01 20:43,1.0,-32.941702,-71.521084,True,False,True,S207579135,
blcsis2,Jilguero austral,Spinus barbatus,L39085468,"Santa Macarena 280, Concón CL-Región de Valparaíso -32.94170, -71.52108",2025-01-01 20:43,1.0,-32.941702,-71.521084,True,False,True,S207579135,
gyhsif1,Cometocino de Gay,Phrygilus gayi,L39085468,"Santa Macarena 280, Concón CL-Región de Valparaíso -32.94170, -71.52108",2025-01-01 20:43,1.0,-32.941702,-71.521084,True,False,True,S207579135,
whimbr,Zarapito común,Numenius phaeopus,L4323129,Ancud--Muelle Pudeto,2025-01-01 20:42,1.0,-41.8744601,-73.8000597,True,False,False,S207766613,
hudgod,Zarapito de pico recto,Limosa haemastica,L4323129,Ancud--Muelle Pudeto,2025-01-01 20:42,38.0,-41.8744601,-73.8000597,True,False,False,S207766613,
lesyel,Pitotoy chico,Tringa flavipes,L4323129,Ancud--Muelle Pudeto,2025-01-01 20:42,5.0,-41.8744601,-73.8000597,True,False,False,S207766613,
dolgul2,Gaviota austral,Leucophaeus scoresbii,L4323129,Ancud--Muelle Pudeto,2025-01-01 20:42,1.0,-41.8744601,-73.8000597,True,False,False,S207766613,
snoegr,Garza chica,Egretta thula,L4323129,Ancud--Muelle Pudeto,2025-01-01 20:42,5.0,-41.8744601,-73.8000597,True,False,False,S207766613,
chitin1,Perdiz chilena,Nothoprocta perdicaria,L9395680,"Parcela Quiroz Ortega, Yerbas Buenas, Región del Maule, CL (-35,74, -71,57)",2025-01-01 20:34,2.0,-35.7402233,-71.5695977,True,False,True,S207583212,
pigdov1,Tortolita cuyana,Columbina picui,L9395680,"Parcela Quiroz Ortega, Yerbas Buenas, Región del Maule, CL (-35,74, -71,57)",2025-01-01 20:34,2.0,-35.7402233,-71.5695977,True,False,True,S207583212,
eardov1,Tórtola,Zenaida auriculata,L9395680,"Parcela Quiroz Ortega, Yerbas Buenas, Región del Maule, CL (-35,74, -71,57)",2025-01-01 20:34,3.0,-35.7402233,-71.5695977,True,False,True,S207583212,
plurai1,Pidén común,Pardirallus sanguinolentus,L9395680,"Parcela Quiroz Ortega, Yerbas Buenas, Región del Maule, CL (-35,74, -71,57)",2025-01-01 20:34,2.0,-35.7402233,-71.5695977,True,False,True,S207583212,
strwoo6,Carpinterito,Dryobates lignarius,L9395680,"Parcela Quiroz Ortega, Yerbas Buenas, Región del Maule, CL (-35,74, -71,57)",2025-01-01 20:34,1.0,-35.7402233,-71.5695977,True,False,True,S207583212,
spetyr1,Run-run,Hymenops perspicillatus,L9395680,"Parcela Quiroz Ortega, Yerbas Buenas, Región del Maule, CL (-35,74, -71,57)",2025-01-01 20:34,1.0,-35.7402233,-71.5695977,True,False,True,S207583212,
monpar,Cotorra,Myiopsitta monachus,L39086133,"Palmira, Araucanía, CL (-38.759, -72.671)",2025-01-01 20:32,2.0,-38.7594765,-72.671261,True,True,True,S207582433,N
chiwig1,Pato real,Mareca sibilatrix,L8474995,San Antonio (Los Lagos),2025-01-01 20:27,14.0,-41.7729195,-73.2334909,True,False,False,S207582156,
yebpin1,Pato jergón grande,Anas georgica,L8474995,San Antonio (Los Lagos),2025-01-01 20:27,2.0,-41.7729195,-73.2334909,True,False,False,S207582156,
yebtea1,Pato jergón chico,Anas flavirostris,L8474995,San Antonio (Los Lagos),2025-01-01 20:27,27.0,-41.7729195,-73.2334909,True,False,False,S207582156,
greyel,Pitotoy grande,Tringa melanoleuca,L8474995,San Antonio (Los Lagos),2025-01-01 20:27,46.0,-41.7729195,-73.2334909,True,False,False,S207582156,
fragul,Gaviota de Franklin,Leucophaeus pipixcan,L8474995,San Antonio (Los Lagos),2025-01-01 20:27,5.0,-41.7729195,-73.2334909,True,False,False,S207582156,
dabcin1,Churrete patagónico,Cinclodes patagonicus,L8474995,San Antonio (Los Lagos),2025-01-01 20:27,3.0,-41.7729195,-73.2334909,True,False,False,S207582156,
pmtspi1,Tijeral común,Leptasthenura aegithaloides,L8474995,San Antonio (Los Lagos),2025-01-01 20:27,1.0,-41.7729195,-73.2334909,True,False,False,S207582156,
dutcan1,Canastero chileno,Pseudasthenes humicola,L6419992,Cuesta Chada--Norte,2025-01-01 20:23,1.0,-33.9074754,-70.6570311,True,False,False,S207577961,
thtray1,Rayadito,Aphrastura spinicauda,L39085244,"O-14-N, Tomé, Bío Bío, CL (-36.478, -72.911)",2025-01-01 20:21,1.0,-36.4777023,-72.9106581,True,False,True,S207578011,
refcoo1,Tagua de frente roja,Fulica rufifrons,L4940238,Humedal Marina del Sol,2025-01-01 20:20,12.0,-36.7743847,-73.0741453,True,False,False,S207572089,
wepdov1,Paloma de alas blancas,Zenaida meloda,L3089737,Bahía Inglesa,2025-01-01 20:15,5.0,-27.1032064,-70.8562589,True,False,False,S208118740,
oashum1,Picaflor del norte,Rhodopis vesper,L3089737,Bahía Inglesa,2025-01-01 20:15,1.0,-27.1032064,-70.8562589,True,False,False,S208118740,
turvul,Jote de cabeza colorada,Cathartes aura,L3089737,Bahía Inglesa,2025-01-01 20:15,6.0,-27.1032064,-70.8562589,True,False,False,S208118740,
rocpig,Paloma doméstica,Columba livia,L5501272,Parque Ecuador,2025-01-01 20:12,20.0,-36.8336761,-73.0496407,True,False,False,S207584234,N
chifli1,Pitío austral,Colaptes pitius,L1259317,PN Torres del Paine--Camping y Hotel Las Torres,2025-01-01 20:07,1.0,-50.9689679,-72.874031,True,False,False,S207807959,
spfgal1,Tagüita común,Porphyriops melanops,L3481561,Parque Bicentenario de Vitacura (no contar cisnes),2025-01-01 20:01,3.0,-33.3980197,-70.6022,True,False,False,S207580589,
pibgre,Picurio,Podilymbus podiceps,L3481561,Parque Bicentenario de Vitacura (no contar cisnes),2025-01-01 20:01,1.0,-33.3980197,-70.6022,True,False,False,S207580589,
shicow,Mirlo común,Molothrus bonariensis,L3481561,Parque Bicentenario de Vitacura (no contar cisnes),2025-01-01 20:01,40.0,-33.3980197,-70.6022,True,False,False,S207580589,
yewbla2,Trile,Agelasticus thilius,L3481561,Parque Bicentenario de Vitacura (no contar cisnes),2025-01-01 20:01,5.0,-33.3980197,-70.6022,True,False,False,S207580589,
calqua,Codorniz,Callipepla californica,L7234841,Cerro Tercera,2025-01-01 20:00,,-33.0304967,-71.3660395,True,False,False,S207568802,N
cocher1,Garza cuca,Ardea cocoi,L39086330,"Camino La Puntilla, Las Cabras, O'Higgins, CL (-34.156, -71.443)",2025-01-01 20:00,1.0,-34.1556217,-71.4427413,True,False,True,S207583501,
blnswa2,Cisne de cuello negro,Cygnus melancoryphus,L15657575,Laguna Santa Delia,2025-01-01 19:56,1.0,-40.6409646,-73.0090505,True,False,False,S209910923,
siltea1,Pato capuchino,Spatula versicolor,L15657575,Laguna Santa Delia,2025-01-01 19:56,4.0,-40.6409646,-73.0090505,True,False,False,S209910923,
redsho1,Pato cuchara,Spatula platalea,L15657575,Laguna Santa Delia,2025-01-01 19:56,2.0,-40.6409646,-73.0090505,True,False,False,S209910923,
regcoo1,Tagua común,Fulica armillata,L15657575,Laguna Santa Delia,2025-01-01 19:56,1.0,-40.6409646,-73.0090505,True,False,False,S209910923,
whtgre3,Pimpollo común,Rollandia rolland,L15657575,Laguna Santa Delia,2025-01-01 19:56,1.0,-40.6409646,-73.0090505,True,False,False,S209910923,
demwir1,Colilarga,Sylviorthorhynchus desmursii,L15657575,Laguna Santa Delia,2025-01-01 19:56,1.0,-40.6409646,-73.0090505,True,False,False,S209910923,
mcrtyr1,Siete colores,Tachuris rubrigastra,L15657575,Laguna Santa Delia,2025-01-01 19:56,1.0,-40.6409646,-73.0090505,True,False,False,S209910923,
sedwre,Chercán de las vegas,Cistothorus platensis,L15657575,Laguna Santa Delia,2025-01-01 19:56,3.0,-40.6409646,-73.0090505,True,False,False,S209910923,
sheowl,Nuco,Asio flammeus,L39095783,RN9 near Villa Techulches,2025-01-01 19:48,1.0,-52.459838,-71.352037,True,False,True,S207624742,
bknsti,Perrito,Himantopus mexicanus,L3266705,Humedal Pudeto--sur,2025-01-01 19:42,4.0,-41.8858432,-73.7854578,True,False,False,S207766375,
rinkin1,Martín pescador,Megaceryle torquata,L3266705,Humedal Pudeto--sur,2025-01-01 19:42,1.0,-41.8858432,-73.7854578,True,False,False,S207766375,
ashgoo1,Canquén común,Chloephaga poliocephala,L5585889,Villa Tehuelches,2025-01-01 19:41,20.0,-52.4270111,-71.4141369,True,False,False,S207624762,
creduc1,Pato juarjual,Lophonetta specularioides,L39083336,"675 Pedro Montt, Ultima Esperanza, Magallanes y la Antártica Chilena, CL (-51.734, -72.511)",2025-01-01 19:39,2.0,-51.7338601,-72.5113607,True,False,True,S207568784,
magoys1,Pilpilén austral,Haematopus leucopodus,L39083336,"675 Pedro Montt, Ultima Esperanza, Magallanes y la Antártica Chilena, CL (-51.734, -72.511)",2025-01-01 19:39,1.0,-51.7338601,-72.5113607,True,False,True,S207568784,
pasfin1,Cometocino patagónico,Phrygilus patagonicus,L17473751,Villa Molco,2025-01-01 19:37,1.0,-39.3006147,-72.0959544,True,False,False,S207571808,
categr1,Garza bueyera,Ardea ibis,L27448779,"Arauco, Bío Bío, CL (-37.241, -73.283)",2025-01-01 19:36,10.0,-37.2411248,-73.2829296,True,False,True,S207566126,
whshil1,Picaflor cordillerano,Oreotrochilus leucopleurus,L4014920,Ojos de Agua,2025-01-01 19:32,2.0,-32.8629708,-70.1745379,True,False,False,S207587980,
rubmin1,Minero cordillerano,Geositta rufipennis,L4014920,Ojos de Agua,2025-01-01 19:32,3.0,-32.8629708,-70.1745379,True,False,False,S207587980,
crachi1,Chiricoca,Ochetorhynchus melanurus,L4014920,Ojos de Agua,2025-01-01 19:32,1.0,-32.8629708,-70.1745379,True,False,False,S207587980,
sctear1,Bandurrilla común,Upucerthia dumetaria,L4014920,Ojos de Agua,2025-01-01 19:32,1.0,-32.8629708,-70.1745379,True,False,False,S207587980,
gyfcin1,Churrete chico,Cinclodes oustaleti,L4014920,Ojos de Agua,2025-01-01 19:32,1.0,-32.8629708,-70.1745379,True,False,False,S207587980,
thbsis1,Jilguero grande,Spinus crassirostris,L4014920,Ojos de Agua,2025-01-01 19:32,1.0,-32.8629708,-70.1745379,True,False,False,S207587980,
plsfin1,Pájaro plomo,Geospizopsis unicolor,L4014920,Ojos de Agua,2025-01-01 19:32,1.0,-32.8629708,-70.1745379,True,False,False,S207587980,
gryfin2,Chirihue dorado,Sicalis auriventris,L4014920,Ojos de Agua,2025-01-01 19:32,3.0,-32.8629708,-70.1745379,True,False,False,S207587980,
perfal,Halcón peregrino,Falco peregrinus,L39110769,Parque Cementerio Pueblo De Indios,2025-01-01 19:30,1.0,-34.4208138,-71.0611753,True,False,True,S207715773,
cosswa1,Cisne coscoroba,Coscoroba coscoroba,L570658,SN Laguna Batuco,2025-01-01 19:20,2.0,-33.2064427,-70.8279133,True,False,False,S207577244,
cintea,Pato colorado,Spatula cyanoptera,L570658,SN Laguna Batuco,2025-01-01 19:20,2.0,-33.2064427,-70.8279133,True,False,False,S207577244,
blhduc1,Pato rinconero,Heteronetta atricapilla,L570658,SN Laguna Batuco,2025-01-01 19:20,5.0,-33.2064427,-70.8279133,True,False,False,S207577244,
whwcoo1,Tagua chica,Fulica leucoptera,L13875547,Humedales de La Capilla,2025-01-01 19:20,3.0,-34.4885075,-70.9402959,True,False,False,S207736853,
blaoys1,Pilpilén negro,Haematopus ater,L1043295,Los Molles--Parque Puquén,2025-01-01 19:20,2.0,-32.2371252,-71.5230989,True,False,False,S207569063,
semsan,Playero semipalmado,Calidris pusilla,L570658,SN Laguna Batuco,2025-01-01 19:20,1.0,-33.2064427,-70.8279133,True,True,False,S207577244,
perboo1,Piquero de Humboldt,Sula variegata,L1043295,Los Molles--Parque Puquén,2025-01-01 19:20,15.0,-32.2371252,-71.5230989,True,False,False,S207569063,
whfibi,Cuervo de pantano común,Plegadis chihi,L570658,SN Laguna Batuco,2025-01-01 19:20,5.0,-33.2064427,-70.8279133,True,False,False,S207577244,
perpel1,Pelícano de Humboldt,Pelecanus thagus,L1043295,Los Molles--Parque Puquén,2025-01-01 19:20,2.0,-32.2371252,-71.5230989,True,False,False,S207569063,
hrshaw,Peuco,Parabuteo unicinctus,L13875547,Humedales de La Capilla,2025-01-01 19:20,3.0,-34.4885075,-70.9402959,True,False,False,S207736853,
bcbeag1,Águila,Geranoaetus melanoleucus,L13875547,Humedales de La Capilla,2025-01-01 19:20,2.0,-34.4885075,-70.9402959,True,False,False,S207736853,
burowl,Pequén,Athene cunicularia,L570658,SN Laguna Batuco,2025-01-01 19:20,3.0,-33.2064427,-70.8279133,True,False,False,S207577244,
corpip1,Bailarín chico común,Anthus correndera,L570658,SN Laguna Batuco,2025-01-01 19:20,7.0,-33.2064427,-70.8279133,True,False,False,S207577244,
btsfin1,Platero,Rhopospina alaudina,L13875547,Humedales de La Capilla,2025-01-01 19:20,1.0,-34.4885075,-70.9402959,True,False,False,S207736853,
wilpha,Pollito de mar tricolor,Phalaropus tricolor,L3679772,Canal Ifarle,2025-01-01 19:19,2.0,-36.7461661,-73.0837101,True,False,False,S207567968,
giahum1,Picaflor gigante,Patagona gigas,L39244928,"1162 Chañarcillo, Freirina, Atacama, CL (-28.513, -71.074)",2025-01-01 19:17,2.0,-28.5125447,-71.0742133,True,False,True,S208371714,
sooshe,Fardela negra,Ardenna grisea,L39099701,Playa isla los pinos,2025-01-01 19:17,,-39.380502,-73.207206,True,False,True,S207644409,
bwgdov1,Tortolita cordillerana,Metriopelia melanoptera,L5067776,Camino Valle Nevado--Plaza de los Pumas,2025-01-01 19:14,3.0,-33.3598718,-70.2904201,True,False,False,S207828361,
aplfal,Halcón perdiguero,Falco femoralis,L807764,Las Quemas Altas,2025-01-01 19:14,1.0,-40.6284479,-73.117919,True,False,False,S207576986,
mosfin1,Yal común,Rhopospina fruticeti,L5067776,Camino Valle Nevado--Plaza de los Pumas,2025-01-01 19:14,1.0,-33.3598718,-70.2904201,True,False,False,S207828361,
semplo,Chorlo semipalmado,Charadrius semipalmatus,L571538,Hoteles Arica y Apacheta,2025-01-01 19:07,2.0,-18.4907641,-70.3291285,True,False,False,S207564743,
willet1,Playero grande,Tringa semipalmata,L571538,Hoteles Arica y Apacheta,2025-01-01 19:07,24.0,-18.4907641,-70.3291285,True,False,False,S207564743,
rudtur,Playero vuelvepiedras,Arenaria interpres,L571538,Hoteles Arica y Apacheta,2025-01-01 19:07,10.0,-18.4907641,-70.3291285,True,False,False,S207564743,
surfbi,Playero de las rompientes,Calidris virgata,L571538,Hoteles Arica y Apacheta,2025-01-01 19:07,8.0,-18.4907641,-70.3291285,True,False,False,S207564743,
grygul,Gaviota garuma,Leucophaeus modestus,L571538,Hoteles Arica y Apacheta,2025-01-01 19:07,22.0,-18.4907641,-70.3291285,True,False,False,S207564743,
belgul,Gaviota peruana,Larus belcheri,L571538,Hoteles Arica y Apacheta,2025-01-01 19:07,13.0,-18.4907641,-70.3291285,True,False,False,S207564743,
eleter1,Gaviotín elegante,Thalasseus elegans,L571538,Hoteles Arica y Apacheta,2025-01-01 19:07,66.0,-18.4907641,-70.3291285,True,False,False,S207564743,
incter1,Gaviotín monja,Larosterna inca,L781499,Playa Negra,2025-01-01 19:05,70.0,-32.9264093,-71.528,True,False,False,S207569135,
commin1,Minero común,Geositta cunicularia,L39190830,Cruce camino a Punta de Choros,2025-01-01 19:00,3.0,-29.1103407,-71.4484907,True,False,True,S208094763,
