speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
colplo1,Chorlo de collar,Anarhynchus collaris,L1819549,SN Humedales de Tongoy--Salinas Chicas,2022-01-01 21:12,20.0,-30.2828485,-71.5062434,True,False,False,S99883707,
whimbr,Zarapito común,Numenius phaeopus,L1819549,SN Humedales de Tongoy--Salinas Chicas,2022-01-01 21:12,2.0,-30.2828485,-71.5062434,True,False,False,S99883707,
kelgul,Gaviota dominicana,Larus dominicanus,L1819549,SN Humedales de Tongoy--Salinas Chicas,2022-01-01 21:12,23.0,-30.2828485,-71.5062434,True,False,False,S99883707,
eardov1,Tórtola,Zenaida auriculata,L11298794,Plaza Alcaldesa,2022-01-01 21:03,5.0,-33.5656608,-70.5891088,True,False,False,S99883447,
chicar1,Tiuque,Daptrius chimango,L11298794,Plaza Alcaldesa,2022-01-01 21:03,2.0,-33.5656608,-70.5891088,True,False,False,S99883447,
monpar,Cotorra,Myiopsitta monachus,L11298794,Plaza Alcaldesa,2022-01-01 21:03,12.0,-33.5656608,-70.5891088,True,False,False,S99883447,N
pmtspi1,Tijeral común,Leptasthenura aegithaloides,L11298794,Plaza Alcaldesa,2022-01-01 21:03,1.0,-33.5656608,-70.5891088,True,False,False,S99883447,
whcela1,Fío-fío,Elaenia albiceps,L11298794,Plaza Alcaldesa,2022-01-01 21:03,1.0,-33.5656608,-70.5891088,True,False,False,S99883447,
houwre4,Chercán común,Troglodytes musculus,L11298794,Plaza Alcaldesa,2022-01-01 21:03,1.0,-33.5656608,-70.5891088,True,False,False,S99883447,
bawswa1,Golondrina de dorso negro,Pygochelidon cyanoleuca,L10181452,Parque Tobalaba,2022-01-01 20:48,1.0,-33.4785655,-70.5528538,True,False,False,S99881440,
shicow,Mirlo común,Molothrus bonariensis,L10181452,Parque Tobalaba,2022-01-01 20:48,1.0,-33.4785655,-70.5528538,True,False,False,S99881440,
chiwig1,Pato real,Mareca sibilatrix,L5138046,PN Patagonia--Valle Aviles,2022-01-01 20:36,,-47.0524641,-72.2000456,True,False,False,S129953334,
andduc1,Pato rana de pico ancho,Oxyura ferruginea,L5138046,PN Patagonia--Valle Aviles,2022-01-01 20:36,,-47.0524641,-72.2000456,True,False,False,S129953334,
strwoo6,Carpinterito,Dryobates lignarius,L5138046,PN Patagonia--Valle Aviles,2022-01-01 20:36,1.0,-47.0524641,-72.2000456,True,False,False,S129953334,
y00678,Traro,Caracara plancus,L5138046,PN Patagonia--Valle Aviles,2022-01-01 20:36,,-47.0524641,-72.2000456,True,False,False,S129953334,
thtray1,Rayadito,Aphrastura spinicauda,L5138046,PN Patagonia--Valle Aviles,2022-01-01 20:36,,-47.0524641,-72.2000456,True,False,False,S129953334,
pasfin1,Cometocino patagónico,Phrygilus patagonicus,L5138046,PN Patagonia--Valle Aviles,2022-01-01 20:36,,-47.0524641,-72.2000456,True,False,False,S129953334,
cosswa1,Cisne coscoroba,Coscoroba coscoroba,L3661191,Estero de Topocalma--Desembocadura,2022-01-01 20:24,23.0,-34.1290711,-71.9859839,True,False,False,S99880476,
brhgul2,Gaviota cáhuil,Chroicocephalus maculipennis,L3661191,Estero de Topocalma--Desembocadura,2022-01-01 20:24,70.0,-34.1290711,-71.9859839,True,False,False,S99880476,
giahum1,Picaflor gigante,Patagona gigas,L13018067,"Pasaje Los Nardos 1976, Olmué CL-Valparaíso -32.99747, -71.18887",2022-01-01 20:12,1.0,-32.997473,-71.188874,True,False,True,S99879064,
rutpla1,Rara,Phytotoma rara,L13018067,"Pasaje Los Nardos 1976, Olmué CL-Valparaíso -32.99747, -71.18887",2022-01-01 20:12,1.0,-32.997473,-71.188874,True,False,True,S99879064,
chimoc1,Tenca chilena,Mimus thenca,L13018067,"Pasaje Los Nardos 1976, Olmué CL-Valparaíso -32.99747, -71.18887",2022-01-01 20:12,1.0,-32.997473,-71.188874,True,False,True,S99879064,
ausbla1,Tordo,Curaeus curaeus,L13018067,"Pasaje Los Nardos 1976, Olmué CL-Valparaíso -32.99747, -71.18887",2022-01-01 20:12,15.0,-32.997473,-71.188874,True,False,True,S99879064,
chipig2,Torcaza,Patagioenas araucana,L17285700,Mirador Laguna Verde,2022-01-01 20:10,3.0,-33.0823921,-71.6629017,True,False,True,S99879294,
houspa,Gorrión,Passer domesticus,L6642998,Barrio LLaima; Temuco,2022-01-01 19:51,1.0,-38.7350935,-72.6221453,True,False,True,S99876103,N
wepdov1,Paloma de alas blancas,Zenaida meloda,L2773246,Mi Jardín,2022-01-01 19:49,2.0,-31.6340747,-71.1660148,True,False,True,S99875968,
codfin1,Diuca común,Diuca diuca,L2773246,Mi Jardín,2022-01-01 19:49,2.0,-31.6340747,-71.1660148,True,False,True,S99875968,
blnswa2,Cisne de cuello negro,Cygnus melancoryphus,L15391011,"Cruce Ruta 5 (Coinco) - Candelaria - Oqueldán, Quellón CL-Los Lagos -43.06298, -73.56207",2022-01-01 19:43,27.0,-43.062983,-73.562065,True,False,True,S99880846,
flistd1,Quetru no volador,Tachyeres pteneres,L15391011,"Cruce Ruta 5 (Coinco) - Candelaria - Oqueldán, Quellón CL-Los Lagos -43.06298, -73.56207",2022-01-01 19:43,10.0,-43.062983,-73.562065,True,False,True,S99880846,
yebtea1,Pato jergón chico,Anas flavirostris,L15391011,"Cruce Ruta 5 (Coinco) - Candelaria - Oqueldán, Quellón CL-Los Lagos -43.06298, -73.56207",2022-01-01 19:43,4.0,-43.062983,-73.562065,True,False,True,S99880846,
greyel,Pitotoy grande,Tringa melanoleuca,L15391011,"Cruce Ruta 5 (Coinco) - Candelaria - Oqueldán, Quellón CL-Los Lagos -43.06298, -73.56207",2022-01-01 19:43,2.0,-43.062983,-73.562065,True,False,True,S99880846,
fragul,Gaviota de Franklin,Leucophaeus pipixcan,L15391011,"Cruce Ruta 5 (Coinco) - Candelaria - Oqueldán, Quellón CL-Los Lagos -43.06298, -73.56207",2022-01-01 19:43,1.0,-43.062983,-73.562065,True,False,True,S99880846,
soater1,Gaviotín sudamericano,Sterna hirundinacea,L15391011,"Cruce Ruta 5 (Coinco) - Candelaria - Oqueldán, Quellón CL-Los Lagos -43.06298, -73.56207",2022-01-01 19:43,2.0,-43.062983,-73.562065,True,False,True,S99880846,
silgre1,Blanquillo,Podiceps occipitalis,L15391011,"Cruce Ruta 5 (Coinco) - Candelaria - Oqueldán, Quellón CL-Los Lagos -43.06298, -73.56207",2022-01-01 19:43,46.0,-43.062983,-73.562065,True,False,True,S99880846,
neocor,Yeco,Nannopterum brasilianum,L15391011,"Cruce Ruta 5 (Coinco) - Candelaria - Oqueldán, Quellón CL-Los Lagos -43.06298, -73.56207",2022-01-01 19:43,1.0,-43.062983,-73.562065,True,False,True,S99880846,
bcnher,Huairavo común,Nycticorax nycticorax,L15391011,"Cruce Ruta 5 (Coinco) - Candelaria - Oqueldán, Quellón CL-Los Lagos -43.06298, -73.56207",2022-01-01 19:43,1.0,-43.062983,-73.562065,True,False,True,S99880846,
dabcin1,Churrete patagónico,Cinclodes patagonicus,L15391011,"Cruce Ruta 5 (Coinco) - Candelaria - Oqueldán, Quellón CL-Los Lagos -43.06298, -73.56207",2022-01-01 19:43,2.0,-43.062983,-73.562065,True,False,True,S99880846,
chiswa1,Golondrina chilena,Tachycineta leucopyga,L15391011,"Cruce Ruta 5 (Coinco) - Candelaria - Oqueldán, Quellón CL-Los Lagos -43.06298, -73.56207",2022-01-01 19:43,2.0,-43.062983,-73.562065,True,False,True,S99880846,
cinhar1,Vari ceniciento,Circus cinereus,L17285264,"1711270, La Serena CL-Regione di Coquimbo -29.89914, -71.27097",2022-01-01 19:35,3.0,-29.899139,-71.270972,True,False,True,S99876937,
spetyr1,Run-run,Hymenops perspicillatus,L17285264,"1711270, La Serena CL-Regione di Coquimbo -29.89914, -71.27097",2022-01-01 19:35,1.0,-29.899139,-71.270972,True,False,True,S99876937,
rocpig,Paloma doméstica,Columba livia,L13417914,"Plaza el Corregidor, Villa Chuquicamata",2022-01-01 19:32,6.0,-23.6400814,-70.395508,True,False,True,S99875138,N
oashum1,Picaflor del norte,Rhodopis vesper,L13417914,"Plaza el Corregidor, Villa Chuquicamata",2022-01-01 19:32,1.0,-23.6400814,-70.395508,True,False,True,S99875138,
fiediu1,Diucón,Pyrope pyrope,L10601056,"Lo Cañas (-33.5207, -70.5435)",2022-01-01 19:30,1.0,-33.5207,-70.5435,True,False,True,S99984147,
pigdov1,Tortolita cuyana,Columbina picui,L968193,Linares,2022-01-01 19:24,1.0,-35.8453911,-71.5980399,True,False,False,S99881087,
plurai1,Pidén común,Pardirallus sanguinolentus,L17285445,"1930 Anibal Pinto, Concepción, Bío Bío, CL (-36.807, -73.059)",2022-01-01 19:23,1.0,-36.8066424,-73.0594296,True,False,True,S99877905,
whfibi,Cuervo de pantano común,Plegadis chihi,L17285445,"1930 Anibal Pinto, Concepción, Bío Bío, CL (-36.807, -73.059)",2022-01-01 19:23,2.0,-36.8066424,-73.0594296,True,False,True,S99877905,
wrlrus1,Trabajador,Phleocryptes melanops,L17285445,"1930 Anibal Pinto, Concepción, Bío Bío, CL (-36.807, -73.059)",2022-01-01 19:23,1.0,-36.8066424,-73.0594296,True,False,True,S99877905,
mcrtyr1,Siete colores,Tachuris rubrigastra,L17285445,"1930 Anibal Pinto, Concepción, Bío Bío, CL (-36.807, -73.059)",2022-01-01 19:23,2.0,-36.8066424,-73.0594296,True,False,True,S99877905,
yewbla2,Trile,Agelasticus thilius,L17285445,"1930 Anibal Pinto, Concepción, Bío Bío, CL (-36.807, -73.059)",2022-01-01 19:23,5.0,-36.8066424,-73.0594296,True,False,True,S99877905,
andcon1,Cóndor,Vultur gryphus,L17357941,"Valle Rio Aviles PN Patagonia, Aysén, CL (-47,042, -72,181)",2022-01-01 19:22,5.0,-47.0418525,-72.1813625,True,False,True,S100305122,
auscan1,Canastero del sur,Asthenes anthoides,L17357941,"Valle Rio Aviles PN Patagonia, Aysén, CL (-47,042, -72,181)",2022-01-01 19:22,6.0,-47.0418525,-72.1813625,True,True,True,S100305122,
corcan1,Canastero chico,Asthenes modesta,L17357941,"Valle Rio Aviles PN Patagonia, Aysén, CL (-47,042, -72,181)",2022-01-01 19:22,3.0,-47.0418525,-72.1813625,True,False,True,S100305122,
shbcan2,Canastero de cola larga,Asthenes pyrrholeuca,L17357941,"Valle Rio Aviles PN Patagonia, Aysén, CL (-47,042, -72,181)",2022-01-01 19:22,1.0,-47.0418525,-72.1813625,True,False,True,S100305122,
pifshe,Fardela blanca,Ardenna creatopus,L17253745,"View Buchupureo, Cobquecura, Bío Bío, CL (-36.08, -72.808)",2022-01-01 19:18,80.0,-36.0802958,-72.808102,True,False,True,S99873454,
sooshe,Fardela negra,Ardenna grisea,L17253745,"View Buchupureo, Cobquecura, Bío Bío, CL (-36.08, -72.808)",2022-01-01 19:18,120.0,-36.0802958,-72.808102,True,False,True,S99873454,
relcor1,Lile,Poikilocarbo gaimardi,L17253745,"View Buchupureo, Cobquecura, Bío Bío, CL (-36.08, -72.808)",2022-01-01 19:18,40.0,-36.0802958,-72.808102,True,False,True,S99873454,
guacor1,Guanay,Leucocarbo bougainvilliorum,L17253745,"View Buchupureo, Cobquecura, Bío Bío, CL (-36.08, -72.808)",2022-01-01 19:18,6.0,-36.0802958,-72.808102,True,False,True,S99873454,
turvul,Jote de cabeza colorada,Cathartes aura,L17253745,"View Buchupureo, Cobquecura, Bío Bío, CL (-36.08, -72.808)",2022-01-01 19:18,8.0,-36.0802958,-72.808102,True,False,True,S99873454,
gryfin1,Chirihue común,Sicalis luteola,L12225403,"20 General Baquedano, Nueva Branau, Los Lagos, CL (-41.324, -73.07)",2022-01-01 19:11,2.0,-41.3243662,-73.0704785,True,False,True,S99872376,
yebpin1,Pato jergón grande,Anas georgica,L1819585,SN Humedales de Tongoy--Salinas Grande,2022-01-01 19:01,3.0,-30.2981285,-71.537872,True,False,False,S99877373,
refcoo1,Tagua de frente roja,Fulica rufifrons,L1819585,SN Humedales de Tongoy--Salinas Grande,2022-01-01 19:01,1.0,-30.2981285,-71.537872,True,False,False,S99877373,
bknsti,Perrito,Himantopus mexicanus,L1819585,SN Humedales de Tongoy--Salinas Grande,2022-01-01 19:01,2.0,-30.2981285,-71.537872,True,False,False,S99877373,
greegr,Garza grande,Ardea alba,L1819585,SN Humedales de Tongoy--Salinas Grande,2022-01-01 19:01,1.0,-30.2981285,-71.537872,True,False,False,S99877373,
ausneg1,Colegial austral,Lessonia rufa,L1819585,SN Humedales de Tongoy--Salinas Grande,2022-01-01 19:01,2.0,-30.2981285,-71.537872,True,False,False,S99877373,
whcpin,Pato gargantillo,Anas bahamensis,L13875547,Humedales de La Capilla,2022-01-01 19:00,3.0,-34.4885075,-70.9402959,True,False,False,S116814692,
rudtur,Playero vuelvepiedras,Arenaria interpres,L4950100,Parque de los Eventos,2022-01-01 19:00,20.0,-23.6288572,-70.3969869,True,False,False,S99873576,
surfbi,Playero de las rompientes,Calidris virgata,L4950100,Parque de los Eventos,2022-01-01 19:00,30.0,-23.6288572,-70.3969869,True,False,False,S99873576,
grygul,Gaviota garuma,Leucophaeus modestus,L4950100,Parque de los Eventos,2022-01-01 19:00,10.0,-23.6288572,-70.3969869,True,False,False,S99873576,
belgul,Gaviota peruana,Larus belcheri,L4950100,Parque de los Eventos,2022-01-01 19:00,1.0,-23.6288572,-70.3969869,True,False,False,S99873576,
perpel1,Pelícano de Humboldt,Pelecanus thagus,L4950100,Parque de los Eventos,2022-01-01 19:00,9.0,-23.6288572,-70.3969869,True,False,False,S99873576,
whtkit,Bailarín,Elanus leucurus,L17284049,Río Imperial--Carahue,2022-01-01 18:47,1.0,-38.7147526,-73.1713033,True,False,False,S99870207,
lotmea1,Loica común,Leistes loyca,L17284149,"V-690, Los Muermos, Los Lagos, CL (-41.42, -73.417)",2022-01-01 18:47,6.0,-41.4203285,-73.4167596,True,False,True,S99870795,
gregre1,Huala,Podiceps major,L17318000,"Llanada Grande - Segundo Corral, Cochamó CL-Los Lagos -41.94821, -71.89038",2022-01-01 18:33,1.0,-41.948206,-71.890384,True,False,True,S100063592,
chutap1,Chucao,Scelorchilus rubecula,L17318000,"Llanada Grande - Segundo Corral, Cochamó CL-Los Lagos -41.94821, -71.89038",2022-01-01 18:33,1.0,-41.948206,-71.890384,True,False,True,S100063592,
uplgoo1,Caiquén,Chloephaga picta,L606243,Humedal Tres Puentes,2022-01-01 18:30,60.0,-53.1162328,-70.8813,True,False,False,S99892249,
flystd1,Quetru volador,Tachyeres patachonicus,L606243,Humedal Tres Puentes,2022-01-01 18:30,2.0,-53.1162328,-70.8813,True,False,False,S99892249,
creduc1,Pato juarjual,Lophonetta specularioides,L606243,Humedal Tres Puentes,2022-01-01 18:30,6.0,-53.1162328,-70.8813,True,False,False,S99892249,
whwcoo1,Tagua chica,Fulica leucoptera,L606243,Humedal Tres Puentes,2022-01-01 18:30,8.0,-53.1162328,-70.8813,True,False,False,S99892249,
magoys1,Pilpilén austral,Haematopus leucopodus,L606243,Humedal Tres Puentes,2022-01-01 18:30,1.0,-53.1162328,-70.8813,True,False,False,S99892249,
hudgod,Zarapito de pico recto,Limosa haemastica,L606243,Humedal Tres Puentes,2022-01-01 18:30,3.0,-53.1162328,-70.8813,True,True,False,S99892249,
soasni3,Becacina común,Gallinago magellanica,L606243,Humedal Tres Puentes,2022-01-01 18:30,2.0,-53.1162328,-70.8813,True,False,False,S99892249,
lesyel,Pitotoy chico,Tringa flavipes,L606243,Humedal Tres Puentes,2022-01-01 18:30,8.0,-53.1162328,-70.8813,True,False,False,S99892249,
baisan,Playero de Baird,Calidris bairdii,L606243,Humedal Tres Puentes,2022-01-01 18:30,30.0,-53.1162328,-70.8813,True,False,False,S99892249,
whrsan,Playero de lomo blanco,Calidris fuscicollis,L606243,Humedal Tres Puentes,2022-01-01 18:30,3.0,-53.1162328,-70.8813,True,False,False,S99892249,
pecsan,Playero pectoral,Calidris melanotos,L606243,Humedal Tres Puentes,2022-01-01 18:30,1.0,-53.1162328,-70.8813,True,True,False,S99892249,
dolgul2,Gaviota austral,Leucophaeus scoresbii,L606243,Humedal Tres Puentes,2022-01-01 18:30,1.0,-53.1162328,-70.8813,True,False,False,S99892249,
chifla1,Flamenco chileno,Phoenicopterus chilensis,L606243,Humedal Tres Puentes,2022-01-01 18:30,18.0,-53.1162328,-70.8813,True,False,False,S99892249,
whtgre3,Pimpollo común,Rollandia rolland,L606243,Humedal Tres Puentes,2022-01-01 18:30,1.0,-53.1162328,-70.8813,True,False,False,S99892249,
buwcin1,Churrete acanelado,Cinclodes fuscus,L606243,Humedal Tres Puentes,2022-01-01 18:30,1.0,-53.1162328,-70.8813,True,False,False,S99892249,
barswa,Golondrina bermeja,Hirundo rustica,L606243,Humedal Tres Puentes,2022-01-01 18:30,1.0,-53.1162328,-70.8813,True,False,False,S99892249,
sedwre,Chercán de las vegas,Cistothorus platensis,L606243,Humedal Tres Puentes,2022-01-01 18:30,2.0,-53.1162328,-70.8813,True,False,False,S99892249,
corpip1,Bailarín chico común,Anthus correndera,L606243,Humedal Tres Puentes,2022-01-01 18:30,2.0,-53.1162328,-70.8813,True,False,False,S99892249,
siltea1,Pato capuchino,Spatula versicolor,L17283777,"S-36, Carahue, Araucanía, CL (-38.696, -73.292)",2022-01-01 18:16,6.0,-38.6956766,-73.2919723,True,False,True,S99868650,
cintea,Pato colorado,Spatula cyanoptera,L17283777,"S-36, Carahue, Araucanía, CL (-38.696, -73.292)",2022-01-01 18:16,5.0,-38.6956766,-73.2919723,True,False,True,S99868650,
lakduc1,Pato rana de pico delgado,Oxyura vittata,L17283777,"S-36, Carahue, Araucanía, CL (-38.696, -73.292)",2022-01-01 18:16,1.0,-38.6956766,-73.2919723,True,False,True,S99868650,
snoegr,Garza chica,Egretta thula,L17283777,"S-36, Carahue, Araucanía, CL (-38.696, -73.292)",2022-01-01 18:16,1.0,-38.6956766,-73.2919723,True,False,True,S99868650,
tuttyr1,Cachudito común,Anairetes parulus,L2315910,San José de Maipo,2022-01-01 18:15,1.0,-33.640337,-70.3527895,True,False,False,S99926978,
incter1,Gaviotín monja,Larosterna inca,L775567,MN La Portada,2022-01-01 18:07,50.0,-23.5014628,-70.4270715,True,False,False,S99867463,
humpen1,Pingüino de Humboldt,Spheniscus humboldti,L775567,MN La Portada,2022-01-01 18:07,3.0,-23.5014628,-70.4270715,True,False,False,S99867463,
perboo1,Piquero de Humboldt,Sula variegata,L775567,MN La Portada,2022-01-01 18:07,1000.0,-23.5014628,-70.4270715,True,False,False,S99867463,
comter,Gaviotín boreal,Sterna hirundo,L17283688,"2125 Brasilia, Arica, Arica y Parinacota, CL (-18.463, -70.306)",2022-01-01 17:50,3.0,-18.4628903,-70.3061139,True,False,True,S100175919,
blkvul,Jote de cabeza negra,Coragyps atratus,L5114227,El Quisco--Quebrada las Petras,2022-01-01 17:49,2.0,-33.369826,-71.693201,True,False,False,S100112656,
bichaw4,Peuquito,Astur chilensis,L5114227,El Quisco--Quebrada las Petras,2022-01-01 17:49,3.0,-33.369826,-71.693201,True,True,False,S100112656,
chifli1,Pitío austral,Colaptes pitius,L12044949,Chaitén viejo,2022-01-01 17:41,2.0,-42.9476814,-72.7307882,True,False,False,S99879088,
gyfcin1,Churrete chico,Cinclodes oustaleti,L12044949,Chaitén viejo,2022-01-01 17:41,1.0,-42.9476814,-72.7307882,True,False,False,S99879088,
demwir1,Colilarga,Sylviorthorhynchus desmursii,L12044949,Chaitén viejo,2022-01-01 17:41,1.0,-42.9476814,-72.7307882,True,False,False,S99879088,
blcsis2,Jilguero austral,Spinus barbatus,L12044949,Chaitén viejo,2022-01-01 17:41,3.0,-42.9476814,-72.7307882,True,False,False,S99879088,
blaoys1,Pilpilén negro,Haematopus ater,L17283322,"Playa El Salitre, Tocopilla",2022-01-01 17:40,6.0,-22.0895023,-70.199037,True,False,True,S99866249,
rebhaw2,Aguilucho común,Geranoaetus polyosoma,L807422,Tranque Los Aromos,2022-01-01 17:40,1.0,-32.9710477,-71.3701916,True,False,False,S99880745,
seacin1,Churrete costero,Cinclodes nigrofumosus,L17283322,"Playa El Salitre, Tocopilla",2022-01-01 17:40,1.0,-22.0895023,-70.199037,True,False,True,S99866249,
calqua,Codorniz,Callipepla californica,L10653544,Peña Blanca,2022-01-01 17:30,4.0,-34.5194864,-71.6985723,True,False,False,S100247926,N
twbplo1,Chorlo de doble collar,Anarhynchus falklandicus,L17282971,"Porvenir - Bahía Chilota - Parcelas, Porvenir CL-Magallanes and Antartica Chilena -53.30755, -70.44369",2022-01-01 17:15,2.0,-53.307548,-70.443687,True,False,True,S99864428,
chisku1,Salteador chileno,Stercorarius chilensis,L17282971,"Porvenir - Bahía Chilota - Parcelas, Porvenir CL-Magallanes and Antartica Chilena -53.30755, -70.44369",2022-01-01 17:15,4.0,-53.307548,-70.443687,True,False,True,S99864428,
impcor1,Cormorán imperial,Leucocarbo atriceps,L17282971,"Porvenir - Bahía Chilota - Parcelas, Porvenir CL-Magallanes and Antartica Chilena -53.30755, -70.44369",2022-01-01 17:15,4.0,-53.307548,-70.443687,True,False,True,S99864428,
blkski,Rayador,Rynchops niger,L509064,SN Laguna Conchalí,2022-01-01 17:04,,-31.8780678,-71.4966631,True,False,False,S100006880,
gresht1,Mero grande,Agriornis lividus,L509064,SN Laguna Conchalí,2022-01-01 17:04,1.0,-31.8780678,-71.4966631,True,False,False,S100006880,
gyhsif1,Cometocino de Gay,Phrygilus gayi,L509064,SN Laguna Conchalí,2022-01-01 17:04,1.0,-31.8780678,-71.4966631,True,False,False,S100006880,
cibgrt1,Dormilona rufa,Muscisaxicola capistratus,L572718,MN Laguna de los Cisnes,2022-01-01 16:06,1.0,-53.2465985,-70.3735364,True,False,False,S99864490,
amekes,Cernícalo,Falco sparverius,L10581099,Calle Panamá,2022-01-01 15:42,1.0,-33.5358966,-70.5796383,True,False,True,S99926452,
bkbplo,Chorlo ártico,Pluvialis squatarola,L750209,Puerto Aldea,2022-01-01 15:38,7.0,-30.2920896,-71.6084683,True,False,False,S100001455,
sander,Playero blanco,Calidris alba,L750209,Puerto Aldea,2022-01-01 15:38,300.0,-30.2920896,-71.6084683,True,False,False,S100001455,
commin1,Minero común,Geositta cunicularia,L750209,Puerto Aldea,2022-01-01 15:38,1.0,-30.2920896,-71.6084683,True,False,False,S100001455,
cocher1,Garza cuca,Ardea cocoi,L13853229,Estero El Sauce--Puente peatonal,2022-01-01 15:35,1.0,-33.6172042,-71.6233321,True,False,False,S99889538,
wbgtyr1,Dormilona de ceja blanca,Muscisaxicola albilora,L17338210,Cerca de Paso Fronterizo Pehuenche,2022-01-01 15:30,1.0,-35.9875796,-70.3949281,True,False,True,S100189997,
gryfin2,Chirihue dorado,Sicalis auriventris,L17338210,Cerca de Paso Fronterizo Pehuenche,2022-01-01 15:30,6.0,-35.9875796,-70.3949281,True,False,True,S100189997,
dustap1,Churrín del norte,Scytalopus fuscus,L3029056,PN Gomez Carreño,2022-01-01 15:23,1.0,-32.9874278,-71.5156746,True,False,False,S99874123,
crgdov1,Tortolita quiguagua,Columbina cruziana,L516522,Pica,2022-01-01 14:47,3.0,-20.4873261,-69.3197823,True,False,False,S100108119,
swtkit,Milano tijereta,Elanoides forficatus,L516522,Pica,2022-01-01 14:47,1.0,-20.4873261,-69.3197823,True,True,False,S100108119,
pibgre,Picurio,Podilymbus podiceps,L6517732,"Huitag, Lago Calafquén",2022-01-01 14:32,1.0,-39.5169318,-72.2751638,True,False,True,S99855727,
whttre2,Comesebo grande,Pygarrhichas albogularis,L6517732,"Huitag, Lago Calafquén",2022-01-01 14:32,2.0,-39.5169318,-72.2751638,True,False,True,S99855727,
bkbalb,Albatros de ceja negra,Thalassarche melanophris,L592898,Puerto Williams,2022-01-01 14:31,2.0,-54.9331831,-67.6041985,True,False,False,S99949872,
angpet1,Petrel gigante antártico,Macronectes giganteus,L592898,Puerto Williams,2022-01-01 14:31,3.0,-54.9331831,-67.6041985,True,False,False,S99949872,
magcor1,Cormorán de las rocas,Leucocarbo magellanicus,L592898,Puerto Williams,2022-01-01 14:31,4.0,-54.9331831,-67.6041985,True,False,False,S99949872,
bcbeag1,Águila,Geranoaetus melanoleucus,L17296557,Villa Serrano,2022-01-01 14:30,2.0,-51.2319033,-72.9743239,True,False,True,S99942869,
rinkin1,Martín pescador,Megaceryle torquata,L17296557,Villa Serrano,2022-01-01 14:30,1.0,-51.2319033,-72.9743239,True,False,True,S99942869,
auspar1,Cachaña,Enicognathus ferrugineus,L17296557,Villa Serrano,2022-01-01 14:30,2.0,-51.2319033,-72.9743239,True,False,True,S99942869,
plsfin1,Pájaro plomo,Geospizopsis unicolor,L17296557,Villa Serrano,2022-01-01 14:30,2.0,-51.2319033,-72.9743239,True,False,True,S99942869,
mosfin1,Yal común,Rhopospina fruticeti,L17287642,Petroglifos Quebrada De Culimo,2022-01-01 14:14,3.0,-32.0406919,-71.2179222,True,False,True,S100006887,
snoplo5,Chorlo nevado,Anarhynchus nivosus,L636004,Estero Tongoy--Desembocadura,2022-01-01 13:46,2.0,-30.25497,-71.49359,True,False,False,S100001480,
margod,Zarapito moteado,Limosa fedoa,L636004,Estero Tongoy--Desembocadura,2022-01-01 13:46,1.0,-30.25497,-71.49359,True,True,False,S100001480,
willet1,Playero grande,Tringa semipalmata,L636004,Estero Tongoy--Desembocadura,2022-01-01 13:46,3.0,-30.25497,-71.49359,True,False,False,S100001480,
eleter1,Gaviotín elegante,Thalasseus elegans,L636004,Estero Tongoy--Desembocadura,2022-01-01 13:46,278.0,-30.25497,-71.49359,True,False,False,S100001480,
spfgal1,Tagüita común,Porphyriops melanops,L5676207,Embalse Culimo,2022-01-01 13:11,,-32.0732656,-71.2277126,True,False,False,S100006890,
