speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
soulap1,Queltehue común,Vanellus chilensis,L13791912,Barranco Amarillo desemb. costa,2024-01-01 21:10,2.0,-53.1041073,-70.8795784,True,False,True,S157831697,
dolgul2,Gaviota austral,Leucophaeus scoresbii,L13791912,Barranco Amarillo desemb. costa,2024-01-01 21:10,3.0,-53.1041073,-70.8795784,True,False,True,S157831697,
speduc2,Pato anteojillo,Speculanas specularis,L6517732,"Huitag, Lago Calafquén",2024-01-01 21:04,2.0,-39.5169318,-72.2751638,True,False,True,S160902755,
chiwig1,Pato real,Mareca sibilatrix,L6517732,"Huitag, Lago Calafquén",2024-01-01 21:04,4.0,-39.5169318,-72.2751638,True,False,True,S160902755,
yebtea1,Pato jergón chico,Anas flavirostris,L6517732,"Huitag, Lago Calafquén",2024-01-01 21:04,7.0,-39.5169318,-72.2751638,True,False,True,S160902755,
plurai1,Pidén común,Pardirallus sanguinolentus,L20314348,"591 Río Encuentro, Llanquihue, Los Lagos, CL (-41,249, -73,007)",2024-01-01 21:04,1.0,-41.2492085,-73.0073422,True,False,True,S157798627,
pibgre,Picurio,Podilymbus podiceps,L6517732,"Huitag, Lago Calafquén",2024-01-01 21:04,12.0,-39.5169318,-72.2751638,True,True,True,S160902755,
gregre1,Huala,Podiceps major,L6517732,"Huitag, Lago Calafquén",2024-01-01 21:04,,-39.5169318,-72.2751638,True,False,True,S160902755,
bcnher,Huairavo común,Nycticorax nycticorax,L20314348,"591 Río Encuentro, Llanquihue, Los Lagos, CL (-41,249, -73,007)",2024-01-01 21:04,3.0,-41.2492085,-73.0073422,True,False,True,S157798627,
greegr,Garza grande,Ardea alba,L6517732,"Huitag, Lago Calafquén",2024-01-01 21:04,8.0,-39.5169318,-72.2751638,True,False,True,S160902755,
cocher1,Garza cuca,Ardea cocoi,L6517732,"Huitag, Lago Calafquén",2024-01-01 21:04,2.0,-39.5169318,-72.2751638,True,False,True,S160902755,
gryfin1,Chirihue común,Sicalis luteola,L20314348,"591 Río Encuentro, Llanquihue, Los Lagos, CL (-41,249, -73,007)",2024-01-01 21:04,4.0,-41.2492085,-73.0073422,True,False,True,S157798627,
chitin1,Perdiz chilena,Nothoprocta perdicaria,L22573977,Casa Herta Winckler,2024-01-01 21:01,2.0,-40.66236,-73.042811,True,False,True,S157795604,
eardov1,Tórtola,Zenaida auriculata,L28576750,"Las Palmeras, Coquimbo CL-Región de Coquimbo (-30.0854,-71.3729)",2024-01-01 21:01,,-30.085397,-71.372919,True,False,True,S157796344,
grbfir1,Picaflor chico,Sephanoides sephaniodes,L22573977,Casa Herta Winckler,2024-01-01 21:01,1.0,-40.66236,-73.042811,True,False,True,S157795604,
giahum1,Picaflor gigante,Patagona gigas,L28576750,"Las Palmeras, Coquimbo CL-Región de Coquimbo (-30.0854,-71.3729)",2024-01-01 21:01,1.0,-30.085397,-71.372919,True,False,True,S157796344,
bknsti,Perrito,Himantopus mexicanus,L28576750,"Las Palmeras, Coquimbo CL-Región de Coquimbo (-30.0854,-71.3729)",2024-01-01 21:01,,-30.085397,-71.372919,True,False,True,S157796344,
blaoys1,Pilpilén negro,Haematopus ater,L28576750,"Las Palmeras, Coquimbo CL-Región de Coquimbo (-30.0854,-71.3729)",2024-01-01 21:01,,-30.085397,-71.372919,True,False,True,S157796344,
lesyel,Pitotoy chico,Tringa flavipes,L28576750,"Las Palmeras, Coquimbo CL-Región de Coquimbo (-30.0854,-71.3729)",2024-01-01 21:01,,-30.085397,-71.372919,True,False,True,S157796344,
grygul,Gaviota garuma,Leucophaeus modestus,L28576750,"Las Palmeras, Coquimbo CL-Región de Coquimbo (-30.0854,-71.3729)",2024-01-01 21:01,,-30.085397,-71.372919,True,False,True,S157796344,
perboo1,Piquero de Humboldt,Sula variegata,L28576750,"Las Palmeras, Coquimbo CL-Región de Coquimbo (-30.0854,-71.3729)",2024-01-01 21:01,,-30.085397,-71.372919,True,False,True,S157796344,
blkvul,Jote de cabeza negra,Coragyps atratus,L28576750,"Las Palmeras, Coquimbo CL-Región de Coquimbo (-30.0854,-71.3729)",2024-01-01 21:01,,-30.085397,-71.372919,True,False,True,S157796344,
turvul,Jote de cabeza colorada,Cathartes aura,L22573977,Casa Herta Winckler,2024-01-01 21:01,1.0,-40.66236,-73.042811,True,False,True,S157795604,
seacin1,Churrete costero,Cinclodes nigrofumosus,L28576750,"Las Palmeras, Coquimbo CL-Región de Coquimbo (-30.0854,-71.3729)",2024-01-01 21:01,,-30.085397,-71.372919,True,False,True,S157796344,
rutpla1,Rara,Phytotoma rara,L28576750,"Las Palmeras, Coquimbo CL-Región de Coquimbo (-30.0854,-71.3729)",2024-01-01 21:01,1.0,-30.085397,-71.372919,True,False,True,S157796344,
tuttyr1,Cachudito común,Anairetes parulus,L22573977,Casa Herta Winckler,2024-01-01 21:01,1.0,-40.66236,-73.042811,True,False,True,S157795604,
chimoc1,Tenca chilena,Mimus thenca,L22573977,Casa Herta Winckler,2024-01-01 21:01,2.0,-40.66236,-73.042811,True,False,True,S157795604,
houspa,Gorrión,Passer domesticus,L22573977,Casa Herta Winckler,2024-01-01 21:01,2.0,-40.66236,-73.042811,True,False,True,S157795604,N
rucspa1,Chincol,Zonotrichia capensis,L22573977,Casa Herta Winckler,2024-01-01 21:01,4.0,-40.66236,-73.042811,True,False,True,S157795604,
lotmea1,Loica común,Leistes loyca,L22573977,Casa Herta Winckler,2024-01-01 21:01,1.0,-40.66236,-73.042811,True,False,True,S157795604,
codfin1,Diuca común,Diuca diuca,L28576750,"Las Palmeras, Coquimbo CL-Región de Coquimbo (-30.0854,-71.3729)",2024-01-01 21:01,,-30.085397,-71.372919,True,False,True,S157796344,
calqua,Codorniz,Callipepla californica,L26090203,Cerro La Ballena subida desde Eyzaguirre,2024-01-01 20:59,4.0,-33.6085353,-70.54236,True,False,True,S157927804,N
whtkit,Bailarín,Elanus leucurus,L21158252,"Ruta 203, Lanco, Los Ríos, CL (-39.456, -72.787)",2024-01-01 20:57,1.0,-39.4557544,-72.7869753,True,False,True,S157797866,
hrshaw,Peuco,Parabuteo unicinctus,L28576508,"Ruta 5 Sur, San Pablo CL-Región de Los Lagos (-40.4430,-73.0174)",2024-01-01 20:57,1.0,-40.442987,-73.017385,True,False,True,S157794753,
spfgal1,Tagüita común,Porphyriops melanops,L13215737,Humedal Fundo El Carmen,2024-01-01 20:50,4.0,-38.7144093,-72.6660533,True,False,False,S157798135,
soasni3,Becacina común,Gallinago magellanica,L13215737,Humedal Fundo El Carmen,2024-01-01 20:50,1.0,-38.7144093,-72.6660533,True,False,False,S157798135,
greyel,Pitotoy grande,Tringa melanoleuca,L13215737,Humedal Fundo El Carmen,2024-01-01 20:50,2.0,-38.7144093,-72.6660533,True,False,False,S157798135,
spetyr1,Run-run,Hymenops perspicillatus,L13215737,Humedal Fundo El Carmen,2024-01-01 20:50,1.0,-38.7144093,-72.6660533,True,False,False,S157798135,
blcsis2,Jilguero austral,Spinus barbatus,L13215737,Humedal Fundo El Carmen,2024-01-01 20:50,3.0,-38.7144093,-72.6660533,True,False,False,S157798135,
yewbla2,Trile,Agelasticus thilius,L13215737,Humedal Fundo El Carmen,2024-01-01 20:50,1.0,-38.7144093,-72.6660533,True,False,False,S157798135,
uplgoo1,Caiquén,Chloephaga picta,L28583280,Borde costero camino a Puerto Bories,2024-01-01 20:45,2.0,-51.7006295,-72.5198094,True,False,True,S157833792,
soater1,Gaviotín sudamericano,Sterna hirundinacea,L28583280,Borde costero camino a Puerto Bories,2024-01-01 20:45,1.0,-51.7006295,-72.5198094,True,False,True,S157833792,
impcor1,Cormorán imperial,Leucocarbo atriceps,L28583280,Borde costero camino a Puerto Bories,2024-01-01 20:45,2.0,-51.7006295,-72.5198094,True,False,True,S157833792,
y00678,Traro,Caracara plancus,L28583280,Borde costero camino a Puerto Bories,2024-01-01 20:45,2.0,-51.7006295,-72.5198094,True,False,True,S157833792,
ausneg1,Colegial austral,Lessonia rufa,L28583280,Borde costero camino a Puerto Bories,2024-01-01 20:45,2.0,-51.7006295,-72.5198094,True,False,True,S157833792,
corpip1,Bailarín chico común,Anthus correndera,L25962328,Estancia La Reina,2024-01-01 20:44,3.0,-52.7622891,-71.3562039,True,False,True,S157793754,
rinkin1,Martín pescador,Megaceryle torquata,L16271836,"Chamiza, Los Lagos, CL (-41,483, -72,845)",2024-01-01 20:38,2.0,-41.482975,-72.8449747,True,False,True,S157844807,
rocpig,Paloma doméstica,Columba livia,L16785970,"Llanquihue, Los Lagos, CL (-41,25, -73,008)",2024-01-01 20:36,12.0,-41.2496734,-73.0080647,True,False,True,S157795191,N
chipig2,Torcaza,Patagioenas araucana,L16785970,"Llanquihue, Los Lagos, CL (-41,25, -73,008)",2024-01-01 20:36,5.0,-41.2496734,-73.0080647,True,False,True,S157795191,
chifli1,Pitío austral,Colaptes pitius,L28575976,"461 Camino Al Alfalfal, San José de Maipo, Región Metropolitana, CL (-33.592, -70.368)",2024-01-01 20:31,1.0,-33.592053,-70.3679597,True,False,True,S157791885,
burpar,Tricahue,Cyanoliseus patagonus,L28575976,"461 Camino Al Alfalfal, San José de Maipo, Región Metropolitana, CL (-33.592, -70.368)",2024-01-01 20:31,,-33.592053,-70.3679597,True,True,True,S157791885,
whrsan,Playero de lomo blanco,Calidris fuscicollis,L17356805,Río Natales--Desembocadura,2024-01-01 20:26,14.0,-51.7220404,-72.5085318,True,False,False,S157827549,
monpar,Cotorra,Myiopsitta monachus,L28575862,"39 Doctor Ernesto Prado Tagle, Providencia, Región Metropolitana, CL (-33.441, -70.633)",2024-01-01 20:24,5.0,-33.4412748,-70.6333375,True,False,True,S157791184,N
wrlrus1,Trabajador,Phleocryptes melanops,L21692583,Miraflores--Puente Bosque,2024-01-01 20:17,1.0,-39.8364517,-73.2481857,True,False,False,S157795723,
cinhar1,Vari ceniciento,Circus cinereus,L27427967,"Humedal Urbano Paicaví-Tucapel bajo, Concepción CL-Región del Biobío -36.80480, -73.07310",2024-01-01 20:08,1.0,-36.804798,-73.0731,True,False,True,S157802317,
pmtspi1,Tijeral común,Leptasthenura aegithaloides,L27427967,"Humedal Urbano Paicaví-Tucapel bajo, Concepción CL-Región del Biobío -36.80480, -73.07310",2024-01-01 20:08,1.0,-36.804798,-73.0731,True,False,True,S157802317,
sedwre,Chercán de las vegas,Cistothorus platensis,L27427967,"Humedal Urbano Paicaví-Tucapel bajo, Concepción CL-Región del Biobío -36.80480, -73.07310",2024-01-01 20:08,1.0,-36.804798,-73.0731,True,False,True,S157802317,
ausbla1,Tordo,Curaeus curaeus,L20912929,Rox,2024-01-01 19:56,2.0,-33.493412,-70.5301971,True,False,True,S157795554,
perfal,Halcón peregrino,Falco peregrinus,L21871834,Rodeo de Antofagasta,2024-01-01 19:52,2.0,-23.6899798,-70.4134835,True,False,False,S157794168,
slbpar1,Choroy,Enicognathus leptorhynchus,L19018125,"Casa de Felipe , Tacamó -40.63003, -73.04626",2024-01-01 19:52,6.0,-40.630028,-73.046262,True,False,True,S158425121,
magtap1,Churrín del sur,Scytalopus magellanicus,L19018125,"Casa de Felipe , Tacamó -40.63003, -73.04626",2024-01-01 19:52,1.0,-40.630028,-73.046262,True,False,True,S158425121,
demwir1,Colilarga,Sylviorthorhynchus desmursii,L19018125,"Casa de Felipe , Tacamó -40.63003, -73.04626",2024-01-01 19:52,1.0,-40.630028,-73.046262,True,False,True,S158425121,
rebhaw2,Aguilucho común,Geranoaetus polyosoma,L28574865,"1395243, San Pedro de Atacama CL-Antofagasta Region -22.97225, -68.20627",2024-01-01 19:49,1.0,-22.972248,-68.206267,True,False,True,S157785909,
cintea,Pato colorado,Spatula cyanoptera,L570658,SN Laguna Batuco,2024-01-01 19:39,25.0,-33.2064427,-70.8279133,True,False,False,S157794519,
redsho1,Pato cuchara,Spatula platalea,L570658,SN Laguna Batuco,2024-01-01 19:39,30.0,-33.2064427,-70.8279133,True,False,False,S157794519,
blhduc1,Pato rinconero,Heteronetta atricapilla,L570658,SN Laguna Batuco,2024-01-01 19:39,2.0,-33.2064427,-70.8279133,True,False,False,S157794519,
lakduc1,Pato rana de pico delgado,Oxyura vittata,L570658,SN Laguna Batuco,2024-01-01 19:39,10.0,-33.2064427,-70.8279133,True,False,False,S157794519,
pigdov1,Tortolita cuyana,Columbina picui,L570658,SN Laguna Batuco,2024-01-01 19:39,1.0,-33.2064427,-70.8279133,True,False,False,S157794519,
wepdov1,Paloma de alas blancas,Zenaida meloda,L570658,SN Laguna Batuco,2024-01-01 19:39,3.0,-33.2064427,-70.8279133,True,False,False,S157794519,
refcoo1,Tagua de frente roja,Fulica rufifrons,L570658,SN Laguna Batuco,2024-01-01 19:39,3.0,-33.2064427,-70.8279133,True,False,False,S157794519,
whwcoo1,Tagua chica,Fulica leucoptera,L570658,SN Laguna Batuco,2024-01-01 19:39,15.0,-33.2064427,-70.8279133,True,False,False,S157794519,
amgplo,Chorlo dorado,Pluvialis dominica,L570658,SN Laguna Batuco,2024-01-01 19:39,1.0,-33.2064427,-70.8279133,True,True,False,S157794519,
colplo1,Chorlo de collar,Anarhynchus collaris,L570658,SN Laguna Batuco,2024-01-01 19:39,2.0,-33.2064427,-70.8279133,True,False,False,S157794519,
baisan,Playero de Baird,Calidris bairdii,L570658,SN Laguna Batuco,2024-01-01 19:39,4.0,-33.2064427,-70.8279133,True,False,False,S157794519,
blkski,Rayador,Rynchops niger,L570658,SN Laguna Batuco,2024-01-01 19:39,2.0,-33.2064427,-70.8279133,True,True,False,S157794519,
whfibi,Cuervo de pantano común,Plegadis chihi,L570658,SN Laguna Batuco,2024-01-01 19:39,17.0,-33.2064427,-70.8279133,True,False,False,S157794519,
categr1,Garza bueyera,Ardea ibis,L570658,SN Laguna Batuco,2024-01-01 19:39,10.0,-33.2064427,-70.8279133,True,False,False,S157794519,
burowl,Pequén,Athene cunicularia,L570658,SN Laguna Batuco,2024-01-01 19:39,4.0,-33.2064427,-70.8279133,True,False,False,S157794519,
whcpin,Pato gargantillo,Anas bahamensis,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2024-01-01 19:38,2.0,-36.7294982,-73.0922676,True,False,False,S157795688,
eleter1,Gaviotín elegante,Thalasseus elegans,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2024-01-01 19:38,10.0,-36.7294982,-73.0922676,True,False,False,S157795688,
sheowl,Nuco,Asio flammeus,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2024-01-01 19:38,2.0,-36.7294982,-73.0922676,True,False,False,S157795688,
chutap1,Chucao,Scelorchilus rubecula,L28575473,"Vía sin nombre, Lanco, Los Ríos, CL (-39.492, -72.784)",2024-01-01 19:38,2.0,-39.4920222,-72.7843869,True,False,True,S157788943,
strwoo6,Carpinterito,Dryobates lignarius,L28574962,"3580 W-821, Chaitén, Los Lagos, CL (-42,835, -72,817)",2024-01-01 19:32,1.0,-42.8348573,-72.816738,True,False,True,S157786335,
auspar1,Cachaña,Enicognathus ferrugineus,L28574962,"3580 W-821, Chaitén, Los Lagos, CL (-42,835, -72,817)",2024-01-01 19:32,3.0,-42.8348573,-72.816738,True,False,True,S157786335,
dabcin1,Churrete patagónico,Cinclodes patagonicus,L28574962,"3580 W-821, Chaitén, Los Lagos, CL (-42,835, -72,817)",2024-01-01 19:32,2.0,-42.8348573,-72.816738,True,False,True,S157786335,
fiediu1,Diucón,Pyrope pyrope,L28574962,"3580 W-821, Chaitén, Los Lagos, CL (-42,835, -72,817)",2024-01-01 19:32,1.0,-42.8348573,-72.816738,True,False,True,S157786335,
andcon1,Cóndor,Vultur gryphus,L25310583,Av. Santa María,2024-01-01 19:29,1.0,-33.3182622,-70.6446573,True,False,True,S157789158,
mcrtyr1,Siete colores,Tachuris rubrigastra,L8189783,Laguna Las Tres Pascualas,2024-01-01 19:22,1.0,-36.8139118,-73.0457219,True,False,False,S157787427,
shicow,Mirlo común,Molothrus bonariensis,L3481561,Parque Bicentenario de Vitacura (no contar cisnes),2024-01-01 19:19,2.0,-33.3980197,-70.6022,True,False,False,S158276997,
btsfin1,Platero,Rhopospina alaudina,L8393699,Estero Zamorano,2024-01-01 19:14,1.0,-34.4443184,-71.0702703,True,False,True,S157802242,
amekes,Cernícalo,Falco sparverius,L2979531,Rancho Alemán (Colliguay),2024-01-01 19:13,1.0,-33.1974803,-71.1861438,True,False,False,S158112582,
moutur1,Turca,Pteroptochos megapodius,L2979531,Rancho Alemán (Colliguay),2024-01-01 19:13,2.0,-33.1974803,-71.1861438,True,False,False,S158112582,
whttap1,Tapaculo,Scelorchilus albicollis,L2979531,Rancho Alemán (Colliguay),2024-01-01 19:13,2.0,-33.1974803,-71.1861438,True,False,False,S158112582,
dutcan1,Canastero chileno,Pseudasthenes humicola,L2979531,Rancho Alemán (Colliguay),2024-01-01 19:13,4.0,-33.1974803,-71.1861438,True,False,False,S158112582,
whthaw1,Aguilucho chico,Buteo albigula,L5740075,PN Conguillío--Laguna Conguillío,2024-01-01 19:00,1.0,-38.6444293,-71.6440164,True,False,False,S158979848,
pasfin1,Cometocino patagónico,Phrygilus patagonicus,L5740075,PN Conguillío--Laguna Conguillío,2024-01-01 19:00,2.0,-38.6444293,-71.6440164,True,False,False,S158979848,
siltea1,Pato capuchino,Spatula versicolor,L13479961,Camino El Trebal--Pastizales inundables,2024-01-01 18:50,2.0,-33.5257606,-70.8310553,True,False,False,S157794272,
wilpha,Pollito de mar tricolor,Phalaropus tricolor,L13479961,Camino El Trebal--Pastizales inundables,2024-01-01 18:50,6.0,-33.5257606,-70.8310553,True,True,False,S157794272,
magpen1,Pingüino de Magallanes,Spheniscus magellanicus,L28583413,Camino Río Hollemberg,2024-01-01 18:45,3.0,-51.852954,-72.4974609,True,False,True,S157834019,
buwcin1,Churrete acanelado,Cinclodes fuscus,L28583413,Camino Río Hollemberg,2024-01-01 18:45,1.0,-51.852954,-72.4974609,True,False,True,S157834019,
silgre1,Blanquillo,Podiceps occipitalis,L28574476,Quincho Mirador,2024-01-01 18:41,6.0,-41.543155,-72.750175,True,False,True,S157783786,
ocftap1,Churrín de la Mocha,Eugralla paradoxa,L28574476,Quincho Mirador,2024-01-01 18:41,1.0,-41.543155,-72.750175,True,False,True,S157783786,
incter1,Gaviotín monja,Larosterna inca,L16438570,Playa Los Placeres,2024-01-01 18:40,8.0,-33.0356308,-71.5999147,True,False,False,S157806668,
crgdov1,Tortolita quiguagua,Columbina cruziana,L668852,Río Lluta--Desembocadura,2024-01-01 18:37,4.0,-18.4165392,-70.3224081,True,False,False,S157806086,
killde,Chorlo gritón,Charadrius vociferus,L668852,Río Lluta--Desembocadura,2024-01-01 18:37,2.0,-18.4165392,-70.3224081,True,False,False,S157806086,
belgul,Gaviota peruana,Larus belcheri,L668852,Río Lluta--Desembocadura,2024-01-01 18:37,80.0,-18.4165392,-70.3224081,True,False,False,S157806086,
magcor1,Cormorán de las rocas,Leucocarbo magellanicus,L592898,Puerto Williams,2024-01-01 18:37,24.0,-54.9331831,-67.6041985,True,False,False,S157780936,
libher,Garza azul,Egretta caerulea,L668852,Río Lluta--Desembocadura,2024-01-01 18:37,2.0,-18.4165392,-70.3224081,True,False,False,S157806086,
permea1,Loica peruana,Leistes bellicosus,L668852,Río Lluta--Desembocadura,2024-01-01 18:37,3.0,-18.4165392,-70.3224081,True,False,False,S157806086,
slbfin3,Pizarrita,Xenospingus concolor,L668852,Río Lluta--Desembocadura,2024-01-01 18:37,2.0,-18.4165392,-70.3224081,True,False,False,S157806086,
chtsee1,Corbatita del norte,Sporophila telasco,L668852,Río Lluta--Desembocadura,2024-01-01 18:37,1.0,-18.4165392,-70.3224081,True,False,False,S157806086,
stbbit1,Huairavillo,Botaurus involucris,L1020637,Brisa del Sol,2024-01-01 18:31,1.0,-36.7704412,-73.0698287,True,False,False,S157807482,
hudgod,Zarapito de pico recto,Limosa haemastica,L28349450,"Playa Changa, Coquimbo CL-Región de Coquimbo (-29.9591,-71.3166)",2024-01-01 18:30,1.0,-29.959063,-71.316594,True,False,True,S157805331,
whiwag,Lavandera blanca,Motacilla alba,L28349450,"Playa Changa, Coquimbo CL-Región de Coquimbo (-29.9591,-71.3166)",2024-01-01 18:30,1.0,-29.959063,-71.316594,True,True,True,S157805331,
pifshe,Fardela blanca,Ardenna creatopus,L6701907,Playa Loncoyén,2024-01-01 18:23,,-39.8022761,-73.3996421,True,False,False,S157777931,
sooshe,Fardela negra,Ardenna grisea,L6701907,Playa Loncoyén,2024-01-01 18:23,,-39.8022761,-73.3996421,True,False,False,S157777931,
barswa,Golondrina bermeja,Hirundo rustica,L27223046,"Laguna estacional (El Sauce), San Antonio CL-Valparaíso -33.61679, -71.62517",2024-01-01 18:22,1.0,-33.616794,-71.625168,True,False,True,S157779243,
guacor1,Guanay,Leucocarbo bougainvilliorum,L987489,Paseo Wheelwright,2024-01-01 18:15,1.0,-33.0374135,-71.603415,True,False,False,S157780583,
magwoo1,Carpintero negro,Campephilus magellanicus,L11282604,Hotel Lago Grey - Torres del Paine,2024-01-01 17:59,1.0,-51.1239296,-73.1256331,True,False,False,S158023266,
chisku1,Salteador chileno,Stercorarius chilensis,L28751458,"Pacific Ocean CL-Magallanes and Antartica Chilena Region (-55.9876,-67.2802)",2024-01-01 17:57,4.0,-55.987637,-67.28021,True,False,True,S158726919,
wispet,Golondrina de mar de Wilson/fueguina,Oceanites oceanicus,L28751458,"Pacific Ocean CL-Magallanes and Antartica Chilena Region (-55.9876,-67.2802)",2024-01-01 17:57,3.0,-55.987637,-67.28021,True,False,True,S158726919,
oashum1,Picaflor del norte,Rhodopis vesper,L3226964,Salar del Carmen,2024-01-01 17:49,1.0,-23.6354338,-70.2882721,True,False,False,S157794064,
comgal1,Tagüita del norte,Gallinula galeata,L3226964,Salar del Carmen,2024-01-01 17:49,1.0,-23.6354338,-70.2882721,True,False,False,S157794064,
thtray1,Rayadito,Aphrastura spinicauda,L22537359,"3580 W-821, Chaitén, Los Lagos, CL (-42,847, -72,802)",2024-01-01 17:47,2.0,-42.8474257,-72.8020736,True,False,True,S157783650,
dustap1,Churrín del norte,Scytalopus fuscus,L919597,Embalse Poza Azul,2024-01-01 17:30,1.0,-33.0929348,-71.4046687,True,False,False,S158481835,
truter,Gaviotín piquerito,Sterna trudeaui,L18802206,Los Notros de Curiñanco — Sendero bosque,2024-01-01 17:17,1.0,-39.8211879,-73.2824391,True,False,True,S157767549,
bthhue1,Hued-hued del sur,Pteroptochos tarnii,L18802206,Los Notros de Curiñanco — Sendero bosque,2024-01-01 17:17,2.0,-39.8211879,-73.2824391,True,False,True,S157767549,
whttre2,Comesebo grande,Pygarrhichas albogularis,L18802206,Los Notros de Curiñanco — Sendero bosque,2024-01-01 17:17,2.0,-39.8211879,-73.2824391,True,False,True,S157767549,
pattyr2,Viudita,Colorhamphus parvirostris,L18802206,Los Notros de Curiñanco — Sendero bosque,2024-01-01 17:17,1.0,-39.8211879,-73.2824391,True,False,True,S157767549,
saffin,Chirihue azafrán,Sicalis flaveola,L12185768,Estación Puerto Varas,2024-01-01 17:02,1.0,-41.3129112,-72.9845857,True,False,False,S157756966,
